EmployeeID,Age,Gender,Department,EducationField,Education,JobRole,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,OverTime,Attrition
485,38.0,Female,Human Resources,Medical,4,Human Resources,,7,13.0,8.0,4,1.0,4,1,No,Yes
486,35.0,Female,Sales,Medical,2,Sales Executive,2991.84,4,10.0,1.0,2,4.0,3,1,No,No
487,49.0,Male,Research & Development,Technical Degree,3,Research Scientist,5033.79,13,15.0,1.0,2,4.0,3,5,No,No
488,34.0,Male,Sales,Other,3,Sales Representative,4021.12,2,3.0,3.0,1,2.0,3,5,No,No
489,23.0,M,Human Resources,Marketing,2,Human Resources,3605.76,1,2.0,29.0,2,3.0,3,2,Yes,No
490,32.0,Female,Research & Development,Marketing,3,Manufacturing Director,6411.04,0,10.0,8.0,1,2.0,3,0,Yes,No
491,35.0,Male,Research & Development,Marketing,1,Laboratory Technician,3937.52,6,14.0,2.0,2,2.0,4,3,No,No
492,24.0,Female,Sales,Life Sciences,2,Sales Representative,4824.28,6,7.0,9.0,4,1.0,3,0,No,No
493,34.0,Male,Research & Development,Human Resources,3,Manufacturing Director,,4,6.0,6.0,1,3.0,3,3,No,No
494,36.0,Male,Research & Development,Medical,2,Manager,5547.29,0,2.0,4.0,3,2.0,3,3,No,Yes
495,60.0,Male,Research & Development,Marketing,2,Laboratory Technician,2833.54,0,6.0,1.0,4,3.0,3,2,Yes,No
496,31.0,Male,Research & Development,Technical Degree,5,Manager,7173.24,5,7.0,26.0,2,4.0,3,4,No,No
497,31.0,F,Sales,Human Resources,3,Sales Executive,6680.61,11,11.0,10.0,4,1.0,4,0,No,No
498,46.0,Female,Human Resources,Life Sciences,1,Manager,5456.93,3,3.0,8.0,2,1.0,3,4,No,No
499,31.0,M,Sales,Life Sciences,2,Sales Representative,2785.16,0,0.0,1.0,1,4.0,3,1,Yes,Yes
500,26.0,Male,Research & Development,Other,3,Manufacturing Director,6736.04,9,15.0,1.0,1,3.0,3,1,Yes,No
305,37.0,Female,  Research & Development ,Human Resources,2,Manufacturing Director,6098.02,5,6.0,1.0,1,3.0,3,3,Yes,Yes
341,35.0,Female,Research & Development,Life Sciences,2,Manager,4233.47,0,4.0,1.0,1,1.0,3,2,Yes,Yes
48,32.0,Female,Research & Development,Marketing,1,Research Scientist,4093.77,2,8.0,1.0,1,3.0,3,0,No,No
68,42.0,Male,Research & Development,Medical,2,Laboratory Technician,2872.86,1,7.0,10.0,4,1.0,3,2,No,No
