EmployeeID,Age,Gender,Department,EducationField,Education,JobRole,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,OverTime,Attrition,Gender_enc,OverTime_enc,Attrition_enc,Dept_Human Resources,Dept_Research & Development,Dept_Sales,Role_Human Resources,Role_Laboratory Technician,Role_Manager,Role_Manufacturing Director,Role_Research Scientist,Role_Sales Executive,Role_Sales Representative,Age_norm,MonthlyIncome_norm,YearsAtCompany_norm,TotalWorkingYears_norm,DistanceFromHome_norm,NumCompaniesWorked_norm
209,37.0,Female,Sales,Human Resources,4,Sales Representative,5053.95,3,10.0,11.0,1,4.0,3,1,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.4523809523809524,0.3519097572456458,0.08108108108108109,0.25,0.35714285714285715,0.14285714285714285
210,38.0,Female,Research & Development,Other,1,Manufacturing Director,5936.32,1,1.0,14.0,1,1.0,3,2,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.47619047619047616,0.45080133593347227,0.02702702702702703,0.025,0.4642857142857143,0.2857142857142857
211,25.0,Male,Sales,Marketing,3,Sales Executive,3316.94,1,4.0,8.0,1,3.0,3,4,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.16666666666666666,0.15723443839239684,0.02702702702702703,0.1,0.25,0.5714285714285714
212,22.0,Female,Sales,Marketing,4,Sales Representative,5330.56,1,2.0,8.0,1,3.0,3,3,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.09523809523809523,0.38291081075022976,0.02702702702702703,0.05,0.25,0.42857142857142855
213,27.0,Male,Research & Development,Marketing,1,Manager,3660.79,0,19.0,4.0,3,1.0,3,4,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.21428571428571427,0.1957714119202923,0.0,0.475,0.10714285714285714,0.5714285714285714
214,25.0,Male,Human Resources,Other,1,Human Resources,4779.65,2,2.0,1.0,3,2.0,4,4,No,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0.16666666666666666,0.3211675968887992,0.05405405405405406,0.05,0.0,0.5714285714285714
215,35.0,Female,Sales,Marketing,2,Manager,3949.41,3,10.0,3.0,2,1.0,3,2,No,Yes,1,0,1,0,0,1,0,0,1,0,0,0,0,0.40476190476190477,0.22811848564319814,0.08108108108108109,0.25,0.07142857142857142,0.2857142857142857
216,54.0,Male,Sales,Marketing,4,Sales Executive,5747.16,16,22.0,8.0,1,4.0,3,4,No,Yes,0,0,1,0,0,1,0,0,0,0,0,1,0,0.8571428571428571,0.4296012373075112,0.43243243243243246,0.55,0.25,0.5714285714285714
217,30.0,Male,Research & Development,Human Resources,2,Manufacturing Director,4779.65,5,10.0,4.0,2,3.0,3,0,Yes,Yes,0,1,1,0,1,0,0,0,0,1,0,0,0,0.2857142857142857,0.3211675968887992,0.13513513513513514,0.25,0.10714285714285714,0.0
218,25.0,Male,Human Resources,Other,1,Manager,3676.32,0,4.0,1.0,1,1.0,3,2,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.16666666666666666,0.1975119359827853,0.0,0.1,0.0,0.2857142857142857
219,38.0,Male,Research & Development,Life Sciences,3,Laboratory Technician,3198.11,1,1.0,3.0,3,4.0,3,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.47619047619047616,0.1439165714029543,0.02702702702702703,0.025,0.07142857142857142,0.42857142857142855
220,18.0,Female,Human Resources,Medical,3,Manager,7559.31,3,5.0,1.0,2,2.0,3,3,No,Yes,1,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0.632697868334342,0.08108108108108109,0.125,0.0,0.42857142857142855
221,37.0,Female,Research & Development,Technical Degree,2,Manufacturing Director,4779.65,3,10.0,6.0,1,3.0,3,3,No,Yes,1,0,1,0,1,0,0,0,0,1,0,0,0,0.4523809523809524,0.3211675968887992,0.08108108108108109,0.25,0.17857142857142858,0.42857142857142855
222,48.0,Male,Sales,Other,2,Manager,5382.66,7,7.0,5.0,3,1.0,3,2,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.7142857142857143,0.38874991594378316,0.1891891891891892,0.175,0.14285714285714285,0.2857142857142857
223,25.0,Female,Sales,Medical,4,Sales Executive,5522.79,9,11.0,1.0,4,2.0,3,3,Yes,No,1,1,0,0,0,1,0,0,0,0,0,1,0,0.16666666666666666,0.4044549794902831,0.24324324324324326,0.275,0.0,0.42857142857142855
224,51.0,Male,Sales,Human Resources,2,Sales Representative,4063.23,4,11.0,17.0,3,1.0,4,3,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7857142857142857,0.24087485710443143,0.10810810810810811,0.275,0.5714285714285714,0.42857142857142855
225,30.0,Female,Sales,Marketing,3,Sales Representative,4302.26,1,3.0,29.0,2,3.0,4,2,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2857142857142857,0.2676641337726672,0.02702702702702703,0.075,1.0,0.2857142857142857
226,36.0,Female,Sales,Other,3,Manager,8003.08,9,9.0,3.0,2,3.0,3,1,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,0.6824333714388182,0.24324324324324326,0.225,0.07142857142857142,0.14285714285714285
227,41.0,Female,Sales,Medical,2,Sales Executive,4779.65,1,3.0,20.0,3,1.0,3,0,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5476190476190477,0.3211675968887992,0.02702702702702703,0.075,0.6785714285714286,0.0
228,46.0,Male,Research & Development,Other,1,Manager,4808.01,1,10.0,9.0,4,1.0,3,2,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6666666666666666,0.3243460426333132,0.02702702702702703,0.25,0.2857142857142857,0.2857142857142857
229,24.0,Male,Sales,Other,3,Sales Executive,3938.79,0,2.0,11.0,2,4.0,3,2,No,Yes,0,0,1,0,0,1,0,0,0,0,0,1,0,0.14285714285714285,0.22692824961334138,0.0,0.05,0.35714285714285715,0.2857142857142857
230,43.0,Male,Sales,Medical,4,Sales Representative,3292.72,0,1.0,1.0,2,4.0,4,3,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5952380952380952,0.1545199829646067,0.0,0.025,0.0,0.42857142857142855
231,39.0,Male,Sales,Technical Degree,3,Sales Representative,3707.13,0,4.0,1.0,4,1.0,4,1,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,0,1,0.5,0.20096496536883868,0.0,0.1,0.0,0.14285714285714285
232,18.0,Female,Sales,Life Sciences,5,Manager,7340.6,8,10.0,29.0,3,1.0,3,4,Yes,Yes,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,0.6081859547665479,0.21621621621621623,0.25,1.0,0.5714285714285714
233,42.0,Male,Sales,Technical Degree,2,Manager,3298.5,0,15.0,1.0,2,1.0,3,4,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5714285714285714,0.1551677762087284,0.0,0.375,0.0,0.5714285714285714
234,36.0,Male,Sales,Human Resources,4,Sales Representative,6155.32,6,7.0,2.0,4,2.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.4753457512384282,0.16216216216216217,0.175,0.03571428571428571,0.2857142857142857
235,27.0,Male,Sales,Other,4,Sales Representative,4287.01,6,19.0,2.0,4,1.0,3,0,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.21428571428571427,0.26595499069777867,0.16216216216216217,0.475,0.03571428571428571,0.0
236,37.0,Female,Research & Development,Medical,1,Laboratory Technician,3048.47,2,4.0,10.0,4,1.0,3,6,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.4523809523809524,0.12714567502745833,0.05405405405405406,0.1,0.32142857142857145,0.8571428571428571
237,31.0,Female,Research & Development,Life Sciences,2,Laboratory Technician,3767.82,4,5.0,8.0,1,2.0,4,1,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.30952380952380953,0.2077667944321162,0.10810810810810811,0.125,0.25,0.14285714285714285
238,29.0,Female,Research & Development,Human Resources,2,Manufacturing Director,5846.7,0,3.0,2.0,1,3.0,3,4,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.2619047619047619,0.4407571784009145,0.0,0.075,0.03571428571428571,0.5714285714285714
239,26.0,Male,Sales,Other,2,Manager,4647.03,4,12.0,4.0,1,2.0,3,4,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.19047619047619047,0.30630421625983456,0.10810810810810811,0.3,0.10714285714285714,0.5714285714285714
240,33.0,Male,Sales,Technical Degree,4,Manager,7023.01,4,9.0,16.0,2,4.0,3,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.35714285714285715,0.5725920695761325,0.10810810810810811,0.225,0.5357142857142857,0.2857142857142857
241,20.0,Male,Sales,Human Resources,3,Sales Representative,4809.38,0,0.0,6.0,3,3.0,3,1,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.047619047619047616,0.3244995853226638,0.0,0.0,0.17857142857142858,0.14285714285714285
242,36.0,Male,Sales,Marketing,3,Sales Representative,4815.44,2,6.0,10.0,2,4.0,3,2,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.3251787595543899,0.05405405405405406,0.15,0.32142857142857145,0.2857142857142857
243,42.0,Female,Sales,Medical,3,Sales Executive,6520.95,16,17.0,4.0,3,1.0,3,1,Yes,Yes,1,1,1,0,0,1,0,0,0,0,0,1,0,0.5714285714285714,0.5163237173021317,0.43243243243243246,0.425,0.10714285714285714,0.14285714285714285
244,18.0,Male,Research & Development,Other,1,Research Scientist,3488.35,12,14.0,1.0,2,4.0,3,3,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.1764452065541434,0.32432432432432434,0.35,0.0,0.42857142857142855
245,31.0,Male,Human Resources,Medical,2,Human Resources,4779.65,2,2.0,4.0,1,4.0,3,1,Yes,No,0,1,0,1,0,0,1,0,0,0,0,0,0,0.30952380952380953,0.3211675968887992,0.05405405405405406,0.05,0.10714285714285714,0.14285714285714285
246,47.0,Male,Research & Development,Technical Degree,2,Research Scientist,5800.46,14,16.0,6.0,3,3.0,3,1,No,Yes,0,0,1,0,1,0,0,0,0,0,1,0,0,0.6904761904761905,0.43557483244794115,0.3783783783783784,0.4,0.17857142857142858,0.14285714285714285
247,39.0,Male,Human Resources,Other,1,Manager,5662.0,5,12.0,5.0,2,2.0,4,3,Yes,No,0,1,0,1,0,0,0,0,1,0,0,0,0,0.5,0.42005693407751105,0.13513513513513514,0.3,0.14285714285714285,0.42857142857142855
248,36.0,Female,Human Resources,Medical,2,Human Resources,3969.47,6,7.0,4.0,3,3.0,4,0,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.42857142857142855,0.23036670925514982,0.16216216216216217,0.175,0.10714285714285714,0.0
249,34.0,Male,Sales,Technical Degree,1,Manager,4779.65,9,12.0,3.0,4,4.0,3,6,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.38095238095238093,0.3211675968887992,0.24324324324324326,0.3,0.07142857142857142,0.8571428571428571
250,39.0,Male,Research & Development,Marketing,3,Laboratory Technician,3249.99,3,3.0,1.0,3,3.0,3,1,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.14973102010624703,0.08108108108108109,0.075,0.0,0.14285714285714285
251,29.0,Male,Research & Development,Marketing,2,Manager,6479.71,0,3.0,1.0,3,3.0,3,4,Yes,Yes,0,1,1,0,1,0,0,0,1,0,0,0,0,0.2619047619047619,0.5117017461278103,0.0,0.075,0.0,0.5714285714285714
252,42.0,Male,Human Resources,Life Sciences,1,Manager,9408.27,27,31.0,3.0,2,4.0,3,2,Yes,No,0,1,0,1,0,0,0,0,1,0,0,0,0,0.5714285714285714,0.8399199784816085,0.7297297297297297,0.775,0.07142857142857142,0.2857142857142857
253,32.0,Female,Research & Development,Technical Degree,4,Manufacturing Director,4779.65,1,1.0,3.0,1,1.0,3,4,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,0.3211675968887992,0.02702702702702703,0.025,0.07142857142857142,0.5714285714285714
254,46.0,Female,Research & Development,Human Resources,2,Manufacturing Director,7576.97,29,30.0,12.0,3,3.0,4,3,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.6666666666666666,0.6346771120525407,0.7837837837837838,0.75,0.39285714285714285,0.42857142857142855
255,45.0,Male,Sales,Technical Degree,2,Manager,5667.6,12,12.0,13.0,4,2.0,3,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6428571428571429,0.42068455382960124,0.32432432432432434,0.3,0.42857142857142855,0.2857142857142857
256,51.0,Male,Sales,Medical,2,Manager,4132.8,3,5.0,8.0,1,3.0,3,3,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.7857142857142857,0.24867191177459486,0.08108108108108109,0.125,0.25,0.42857142857142855
257,35.0,Male,Research & Development,Marketing,1,Manager,3744.49,7,10.0,2.0,1,2.0,3,4,No,Yes,0,0,1,0,1,0,0,0,1,0,0,0,0,0.40476190476190477,0.2051520857149261,0.1891891891891892,0.25,0.03571428571428571,0.5714285714285714
258,38.0,Male,Research & Development,Other,3,Research Scientist,3488.22,1,3.0,22.0,1,4.0,3,1,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.47619047619047616,0.17643063680989843,0.02702702702702703,0.075,0.75,0.14285714285714285
259,27.0,Male,Sales,Medical,2,Sales Executive,4381.82,9,12.0,7.0,2,3.0,3,1,Yes,No,0,1,0,0,0,1,0,0,0,0,0,1,0,0.21428571428571427,0.27658081725057715,0.24324324324324326,0.3,0.21428571428571427,0.14285714285714285
260,48.0,Male,Research & Development,Life Sciences,3,Research Scientist,2861.54,1,3.0,1.0,3,4.0,3,1,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7142857142857143,0.10619550355277609,0.02702702702702703,0.075,0.0,0.14285714285714285
261,52.0,Female,Sales,Medical,3,Manager,6365.67,10,10.0,4.0,3,4.0,3,2,Yes,No,1,1,0,0,0,1,0,0,1,0,0,0,0,0.8095238095238095,0.49892071817631634,0.2702702702702703,0.25,0.10714285714285714,0.2857142857142857
262,24.0,Female,Human Resources,Medical,3,Human Resources,5354.91,9,9.0,7.0,3,2.0,3,3,Yes,Yes,1,1,1,1,0,0,1,0,0,0,0,0,0,0.14285714285714285,0.38563983592226475,0.24324324324324326,0.225,0.21428571428571427,0.42857142857142855
263,24.0,Male,Human Resources,Medical,3,Manager,5685.88,1,2.0,1.0,2,3.0,4,2,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.14285714285714285,0.4227332840203528,0.02702702702702703,0.05,0.0,0.2857142857142857
264,41.0,Male,Research & Development,Other,2,Laboratory Technician,5778.42,14,15.0,12.0,4,4.0,3,1,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5476190476190477,0.4331047004236433,0.3783783783783784,0.375,0.39285714285714285,0.14285714285714285
265,31.0,Female,Research & Development,Other,3,Laboratory Technician,4749.45,2,4.0,9.0,2,3.0,3,2,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.30952380952380953,0.31778293322574136,0.05405405405405406,0.1,0.2857142857142857,0.2857142857142857
266,25.0,Male,Research & Development,Other,4,Manager,6456.15,1,9.0,9.0,3,1.0,3,1,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.16666666666666666,0.5090612601708022,0.02702702702702703,0.225,0.2857142857142857,0.14285714285714285
267,46.0,Male,Sales,Human Resources,4,Manager,7289.07,5,7.0,5.0,4,2.0,3,3,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6666666666666666,0.6024107322977607,0.13513513513513514,0.175,0.14285714285714285,0.42857142857142855
268,34.0,Male,Sales,Medical,4,Sales Representative,5146.8,1,12.0,2.0,2,3.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.38095238095238093,0.36231591688521286,0.02702702702702703,0.3,0.03571428571428571,0.42857142857142855
269,33.0,Male,Sales,Human Resources,2,Sales Executive,3448.52,0,2.0,4.0,1,1.0,3,4,No,Yes,0,0,1,0,0,1,0,0,0,0,0,1,0,0.35714285714285715,0.17198126106740186,0.0,0.05,0.10714285714285714,0.5714285714285714
270,44.0,Female,Sales,Human Resources,4,Manager,8437.53,11,12.0,2.0,3,1.0,3,0,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6190476190476191,0.7311243359558873,0.2972972972972973,0.3,0.03571428571428571,0.0
271,30.0,Male,Sales,Other,3,Manager,7185.29,7,8.0,16.0,3,3.0,3,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2857142857142857,0.5907795933920605,0.1891891891891892,0.2,0.5357142857142857,0.2857142857142857
272,29.0,Male,Sales,Medical,3,Sales Representative,3040.79,3,8.0,1.0,2,2.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2619047619047619,0.12628493936744895,0.08108108108108109,0.2,0.0,0.7142857142857143
273,39.0,Female,Research & Development,Technical Degree,1,Laboratory Technician,3093.05,1,4.0,15.0,2,4.0,4,3,Yes,Yes,1,1,1,0,1,0,0,1,0,0,0,0,0,0.5,0.13214197655391927,0.02702702702702703,0.1,0.5,0.42857142857142855
274,26.0,Male,Sales,Marketing,2,Sales Executive,3082.24,9,14.0,29.0,3,1.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.19047619047619047,0.1309304462824737,0.24324324324324326,0.35,1.0,0.7142857142857143
275,41.0,Male,Sales,Human Resources,2,Sales Executive,3746.21,3,8.0,1.0,2,4.0,3,1,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.5476190476190477,0.2053448546387824,0.08108108108108109,0.2,0.0,0.14285714285714285
276,48.0,Male,Research & Development,Technical Degree,2,Manufacturing Director,3992.93,4,4.0,3.0,1,4.0,3,2,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7142857142857143,0.23299598771658483,0.10810810810810811,0.1,0.07142857142857142,0.2857142857142857
277,48.0,Male,Sales,Life Sciences,2,Sales Executive,3625.47,1,13.0,1.0,1,3.0,3,2,No,Yes,0,0,1,0,0,1,0,0,0,0,0,1,0,0.7142857142857143,0.1918129244838948,0.02702702702702703,0.325,0.0,0.2857142857142857
278,32.0,Male,Human Resources,Human Resources,4,Human Resources,2863.8,0,11.0,1.0,1,1.0,3,4,No,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.1064487929527268,0.0,0.275,0.0,0.5714285714285714
279,41.0,Male,Sales,Life Sciences,4,Sales Representative,3839.16,1,2.0,1.0,1,4.0,3,4,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5476190476190477,0.21576222177392237,0.02702702702702703,0.05,0.0,0.5714285714285714
280,44.0,Male,Sales,Marketing,3,Manager,4847.39,2,2.0,2.0,1,4.0,4,1,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.6190476190476191,0.32875955438997606,0.05405405405405406,0.05,0.03571428571428571,0.14285714285714285
281,36.0,Male,Sales,Other,2,Sales Executive,5747.45,8,11.0,1.0,4,4.0,4,3,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.42857142857142855,0.42963373904467306,0.21621621621621623,0.275,0.0,0.42857142857142855
282,31.0,Male,Human Resources,Marketing,2,Manager,4576.15,1,9.0,5.0,2,2.0,3,1,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.30952380952380953,0.2983603433976643,0.02702702702702703,0.225,0.14285714285714285,0.14285714285714285
283,38.0,Female,Sales,Life Sciences,3,Sales Executive,5973.19,7,13.0,2.0,4,1.0,3,5,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.47619047619047616,0.4549335395512518,0.1891891891891892,0.325,0.03571428571428571,0.7142857142857143
284,20.0,Male,Research & Development,Life Sciences,2,Manager,5006.72,3,7.0,7.0,4,1.0,3,1,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.047619047619047616,0.34661645708649946,0.08108108108108109,0.175,0.21428571428571427,0.14285714285714285
285,53.0,Male,Sales,Medical,3,Sales Representative,3496.04,4,6.0,8.0,2,1.0,3,0,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8333333333333334,0.17730706296371013,0.10810810810810811,0.15,0.25,0.0
286,34.0,Female,Research & Development,Technical Degree,3,Laboratory Technician,4221.52,2,13.0,4.0,2,4.0,3,2,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.38095238095238093,0.2586152018469953,0.05405405405405406,0.325,0.10714285714285714,0.2857142857142857
287,44.0,Male,Sales,Marketing,2,Manager,5478.35,1,8.0,9.0,3,1.0,3,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6190476190476191,0.39947436845762446,0.02702702702702703,0.2,0.2857142857142857,0.2857142857142857
288,41.0,Male,Human Resources,Other,3,Human Resources,2862.8,0,3.0,1.0,3,3.0,3,2,Yes,Yes,0,1,1,1,0,0,1,0,0,0,0,0,0,0.5476190476190477,0.10633671799699641,0.0,0.075,0.0,0.2857142857142857
289,40.0,Female,Research & Development,Medical,3,Research Scientist,5169.44,7,7.0,1.0,4,1.0,3,2,Yes,No,1,1,0,0,1,0,0,0,0,0,1,0,0,0.5238095238095238,0.36485329388294885,0.1891891891891892,0.175,0.0,0.2857142857142857
290,31.0,Male,Sales,Human Resources,2,Sales Executive,5283.54,4,5.0,2.0,4,2.0,3,5,No,Yes,0,0,1,0,0,1,0,0,0,0,0,1,0,0.30952380952380953,0.3776410463317867,0.10810810810810811,0.125,0.03571428571428571,0.7142857142857143
291,35.0,Female,Research & Development,Human Resources,2,Laboratory Technician,4116.7,5,6.0,5.0,1,4.0,3,2,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.40476190476190477,0.2468675049873355,0.13513513513513514,0.15,0.14285714285714285,0.2857142857142857
292,24.0,Male,Sales,Medical,1,Sales Representative,2721.23,7,10.0,3.0,1,2.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.14285714285714285,0.09047026651424472,0.1891891891891892,0.25,0.07142857142857142,0.2857142857142857
293,30.0,Male,Research & Development,Medical,2,Laboratory Technician,4779.65,30,38.0,4.0,2,3.0,3,3,No,Yes,0,0,1,0,1,0,0,1,0,0,0,0,0,0.2857142857142857,0.3211675968887992,0.8108108108108109,0.95,0.10714285714285714,0.42857142857142855
294,29.0,Male,Sales,Other,3,Sales Representative,4244.21,1,2.0,6.0,3,4.0,4,3,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2619047619047619,0.2611581825925179,0.02702702702702703,0.05,0.17857142857142858,0.42857142857142855
295,46.0,Male,Sales,Other,2,Sales Executive,4254.12,3,11.0,11.0,2,3.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6666666666666666,0.262268845403806,0.08108108108108109,0.275,0.35714285714285715,0.42857142857142855
296,47.0,Male,Sales,Technical Degree,3,Sales Executive,2978.11,2,4.0,1.0,3,3.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6904761904761905,0.11926008114226795,0.05405405405405406,0.1,0.0,0.2857142857142857
297,23.0,Male,Research & Development,Other,2,Research Scientist,5603.16,14,15.0,6.0,2,1.0,3,3,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.11904761904761904,0.4134624436823347,0.3783783783783784,0.375,0.17857142857142858,0.42857142857142855
298,38.0,Female,Research & Development,Other,3,Manager,4513.79,0,1.0,10.0,4,4.0,4,3,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0.47619047619047616,0.2913713491583171,0.0,0.025,0.32142857142857145,0.42857142857142855
299,41.0,Male,Sales,Life Sciences,3,Sales Executive,4581.5,8,10.0,3.0,4,4.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5476190476190477,0.29895994441082197,0.21621621621621623,0.25,0.07142857142857142,0.42857142857142855
300,27.0,Male,Sales,Other,3,Manager,4487.69,3,7.0,8.0,4,4.0,3,2,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.21428571428571427,0.2884461928137538,0.08108108108108109,0.175,0.25,0.2857142857142857
301,47.0,Male,Human Resources,Medical,3,Human Resources,4457.34,9,16.0,6.0,2,1.0,3,3,No,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6904761904761905,0.28504471790733643,0.24324324324324326,0.4,0.17857142857142858,0.42857142857142855
302,36.0,Female,Sales,Medical,3,Manager,10836.6,21,23.0,1.0,2,2.0,3,3,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,1.0,0.5675675675675675,0.575,0.0,0.42857142857142855
303,47.0,Male,Research & Development,Medical,2,Manufacturing Director,5781.72,0,2.0,3.0,1,4.0,3,2,No,Yes,0,0,1,0,1,0,0,0,0,1,0,0,0,0.6904761904761905,0.4334745477775536,0.0,0.05,0.07142857142857142,0.2857142857142857
304,42.0,Male,Sales,Technical Degree,1,Sales Representative,6026.41,9,9.0,1.0,2,3.0,4,4,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5714285714285714,0.4608981686952233,0.24324324324324326,0.225,0.0,0.5714285714285714
305,37.0,Female,Research & Development,Human Resources,2,Manufacturing Director,6098.02,5,6.0,1.0,1,3.0,3,3,Yes,Yes,1,1,1,0,1,0,0,0,0,1,0,0,0,0.4523809523809524,0.4689238562750768,0.13513513513513514,0.15,0.0,0.42857142857142855
306,18.0,Female,Sales,Other,3,Sales Executive,2361.88,0,6.0,19.0,2,3.0,3,2,Yes,Yes,1,1,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0501961311725282,0.0,0.15,0.6428571428571429,0.2857142857142857
307,39.0,Male,Sales,Technical Degree,1,Manager,4106.98,0,0.0,1.0,4,4.0,3,0,Yes,Yes,0,1,1,0,0,1,0,0,1,0,0,0,0,0.5,0.24577813641763605,0.0,0.0,0.0,0.0
308,31.0,Male,Research & Development,Marketing,2,Laboratory Technician,4779.65,3,9.0,3.0,4,4.0,3,3,Yes,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0.30952380952380953,0.3211675968887992,0.08108108108108109,0.225,0.07142857142857142,0.42857142857142855
309,32.0,Male,Sales,Other,2,Manager,7718.1,7,11.0,1.0,4,2.0,3,4,Yes,Yes,0,1,1,0,0,1,0,0,1,0,0,0,0,0.3333333333333333,0.6504942505547711,0.1891891891891892,0.275,0.0,0.5714285714285714
310,42.0,Male,Research & Development,Technical Degree,3,Laboratory Technician,6415.95,13,13.0,3.0,4,4.0,3,1,Yes,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0.5714285714285714,0.5045558469504404,0.35135135135135137,0.325,0.07142857142857142,0.14285714285714285
311,36.0,Male,Sales,Medical,1,Manager,5785.83,8,10.0,1.0,3,4.0,3,5,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,0.43393517584560554,0.21621621621621623,0.25,0.0,0.7142857142857143
312,34.0,Female,Sales,Other,2,Sales Representative,7467.3,16,20.0,2.0,1,4.0,3,1,Yes,No,1,1,0,0,0,1,0,0,0,0,0,0,1,0.38095238095238093,0.6223858516575886,0.43243243243243246,0.5,0.03571428571428571,0.14285714285714285
313,45.0,Female,Sales,Life Sciences,2,Sales Executive,3877.01,2,3.0,1.0,2,3.0,3,4,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.6428571428571429,0.22000425884831776,0.05405405405405406,0.075,0.0,0.5714285714285714
314,40.0,Male,Sales,Life Sciences,3,Sales Executive,3842.23,3,4.0,1.0,2,4.0,3,4,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5238095238095238,0.2161062918880147,0.08108108108108109,0.1,0.0,0.5714285714285714
